title,date,public,duration,note,synopsis,genre,actors,Origin language,Origin country,Origin title,number saison,number episode
The Defiant Ones,2017,16,"1, ,hour",8.5,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain ..., ","Documentary,Biography,Crime,Music","Stevie Nicks,Bono,Tom Petty,Dr. Dre,Jimmy Iovine,Janet Mormile,Ice Cube,Snoop Dogg,Bruce Springsteen,Gwen Stefani,Trent Reznor,Sean 'Diddy' Combs,Nas,DJ Yella,Vicki Iovine,The D.O.C.,Doug Morris,Verna Griffin",English,United States,,,4
Batman,1997–1999,TV-PG,"30, ,minutes",8.5,"The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.","Animation,Action,Adventure,Crime,Drama,Family,Mystery","Kevin Conroy,Tara Strong,Mathew Valencia,Efrem Zimbalist Jr.,Loren Lester,Robert Costanzo,Bob Hastings,Arleen Sorkin,Jeff Bennett,Mark Hamill,Paul Williams,Diane Pershing,Mel Winkler,Charles Rocket,Adrienne Barbeau,Richard Moll,Suzanne Stone,Brooks Gardner",English,United States,Original title: The New Batman Adventures,2 seasons,24
Your Lie in April,2014–2015,Tous publics,"23, ,minutes",8.6,A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,"Animation,Drama,Music,Romance","Natsuki Hanae,Risa Taneda,Ayane Sakura,Ryôta Ôsaka,Erika Harlacher,Amanda Céline Miller,Erik Scott Kimerer,Julie Ann Taylor,Adin Rudd,Abelina Sabrina Rios,Christina McBride,Jennifer Alyx,Ryan Raydarke,Megan Crockett,Erica Lindbeck,Max Mittelman,Erica Mendez,Kyle McCarley",Japanese,Japan,Original title: Shigatsu wa kimi no uso,,23
Spartacus: le sang des gladiateurs,2010–2013,16,"55, ,minutes",8.5,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and ..., ","Action,Adventure,Biography,Drama,History,Romance","Andy Whitfield,Lucy Lawless,Manu Bennett,Daniel Feuerriegel,Peter Mensah,Nick E. Tarabay,Viva Bianca,Liam McIntyre,Pana Hema Taylor,Cynthia Addai-Robinson,Dustin Clare,Heath Jones,Katrina Law,Ellen Hollman,Barry Duffield,Kelvin Taylor,John Hannah,Craig Parker","English,German",United States,Original title: Spartacus: Blood and Sand,3 seasons,34
Big Little Lies,2017–2019,12,"1, ,hour",8.5,"The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single-mother moves to their quaint Californian beach town.","Crime,Drama,Mystery","Reese Witherspoon,Nicole Kidman,Shailene Woodley,Adam Scott,Zoë Kravitz,Laura Dern,James Tupper,Alexander Skarsgård,Jeffrey Nordling,Iain Armitage,Darby Camp,Kathryn Newton,Cameron Crovetti,Nicholas Crovetti,Chloe Coleman,Ivy George,Larry Sullivan,Merrin Dungey",English,United States,,2 seasons,14
Samurai Jack,2001–2017,10,"25, ,minutes",8.5,"A samurai, sent through time, fights to return home and save the world.","Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,Thriller","Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu",English,United States,,5 seasons,62
Sons of Anarchy,2008–2014,16,"45, ,minutes",8.5,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"Crime,Drama,Thriller","Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,Tommy Flanagan,Theo Rossi,Dayton Callie,Maggie Siff,Ron Perlman,David Labrava,Ryan Hurst,William Lucking,Michael Ornstein,Winter Ave Zoli,Jimmy Smits,Niko Nicotera,Chris Reed,Drea de Matteo",English,United States,,7 seasons,92
Whose Line Is It Anyway?,1998–2007,TV-PG,"30, ,minutes",8.5,"Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audien..., ","Comedy,Game-Show","Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,Wayne Brady,Linda Taylor,Greg Proops,Brad Sherwood,Cece Worrall Rubin,Charles Esten,Kathryn Greenwood,Denny Siegel,Anne King,Jeff Bryan Davis,Anna Wanselius,Kathy Griffin,Karen Maruyama,Whoopi Goldberg",English,"United States,United Kingdom",,8 seasons,220
Harley Quinn,2019– ,TV-MA,"23, ,minutes",8.5,"The series focuses on a single Harley Quinn, who sets off to make it on her own in Gotham City.","Animation,Action,Adventure,Comedy,Crime,Fantasy,Mystery,Sci-Fi","Kaley Cuoco,Lake Bell,Alan Tudyk,Ron Funches,Tony Hale,Matt Oberg,Jason Alexander,Christopher Meloni,Diedrich Bader,J.B. Smoove,Jim Rash,James Adomian,Andrew Daly,Vanessa Marshall,Tisha Campbell,Phil LaMarr,Rahul Kohli,Briana Cuoco",English,United States,,2 seasons,27
I'm Alan Partridge,1997–2002,TV-MA,"29, ,minutes",8.5,"Alan Partridge, a failed television presenter, is now presenting a programme on local radio in Norwich. He desperately tries to revive his broadcasting career.",Comedy,"Steve Coogan,Simon Greenall,Felicity Montagu,Phil Cornwell,Andrew Burt,Amelia Bullmore,Barbara Durkin,Sally Phillips,James Lance,Tim Dantay,David Schneider,Simon Ludders,Danny Cunningham,Terence Booth,Michael Wardle,Peter Baynham,Polly Kemp,Steve Brody","English,German,French",United Kingdom,,2 seasons,12
The Office,2001–2003,TV-MA,"30, ,minutes",8.5,"The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily liv..., ","Comedy,Drama","Ricky Gervais,Martin Freeman,Mackenzie Crook,Lucy Davis,Ewen MacIntosh,Ben Bradshaw,Jamie Deeks,Jane Lucas,Emma Manton,Alexander Perkins,Philip Pickard,Joel Beckett,Patrick Baladi,Julie Fernandez,Rachel Isaac,Howard Saddler,Stirling Gallacher,Ralph Ineson",English,United Kingdom,,3 seasons,14
Mr Inbetween,2018–2021,TV-MA,"30, ,minutes",8.6,"In Mr Inbetween, Ryan plays ""Ray Shoesmith,"" a father, ex-husband, boyfriend and best friend: tough roles to juggle in the modern age. Even harder when you're a criminal for hire.","Crime,Drama","Scott Ryan,Chika Yasumura,Justin Rosniak,Damon Herriman,Brooke Satchwell,Nicholas Cassim,Natalie Tran,Matt Nable,Lizzie Schebesta,Jed,Jeremy Sims,Kenny Graham,Eddie Baroo,Josh McConville,Kieran Darcy-Smith,David Michôd,Scott Harrison,Rose Riley",English,Australia,,3 seasons,26
The Night Of,2016,TV-MA,"8, ,hours, ,45, ,minutes",8.5,"After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.","Crime,Drama,Mystery","Riz Ahmed,John Turturro,Bill Camp,Amara Karan,Payman Maadi,Jeannie Berlin,Poorna Jagannathan,Michael Kenneth Williams,Paul Sparks,Syam M. Lafi,David Cheekz Weeks,Sofia Black-D'Elia,Afton Williamson,Paulo Costanzo,Nabil Elouahabi,Mustafa Shakir,Joshua Bitton,Lord Jamar",English,United States,,,8
Chef's Table,2015–2019,TV-MA,"50, ,minutes",8.5,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents a..., ",Documentary,"Massimo Bottura,Ruth Reichl,Francis Mallmann,Dan Barber,Bill Buford,Niki Nakayama,Magnus Nilsson,Lara Gilmore,Ben Shewry,David Chang,Grant Achatz,Dominique Crenn,Enrique Olvera,Daniel Humm,Ana Ros,Gaggan Anand,Alex Atala,Anna Morelli",English,United States,,6 seasons,30
Spartacus: les dieux de l'arène,2011,16,"5, ,hours, ,31, ,minutes",8.5,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.","Action,Adventure,Biography,Drama,History,Romance","John Hannah,Manu Bennett,Peter Mensah,Dustin Clare,Nick E. Tarabay,Lucy Lawless,Craig Walsh-Wrightson,Lesley-Ann Brandt,Antonio Te Maioha,Stephen Lovatt,Shane Rangi,Jessica Grace Smith,Raicho Vasilev,Ioane King,Marisa Ramirez,Gareth Williams,Jeffrey Thomas,Jaime Murray","English,Assyrian Neo-Aramaic",United States,Original title: Spartacus: Gods of the Arena,,6
The Expanse,2015– ,13,"1, ,hour",8.5,"In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.","Drama,Mystery,Sci-Fi","Wes Chatham,Steven Strait,Dominique Tipper,Shohreh Aghdashloo,Cas Anvar,Frankie Adams,Cara Gee,Shawn Doyle,Thomas Jane,Florence Faivre,Chad L. Coleman,Nadine Nicole,Keon Alexander,Jasai Chase Owens,Andrew Rotilio,Nick E. Tarabay,Anna Hopkins,David Strathairn",English,"Canada,United States",,6 seasons,62
Ezel,2009–2011,TV-14,"1, ,hour, ,30, ,minutes",8.6,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","Crime,Drama,Thriller","Kenan Imirzalioglu,Cansu Dere,Yigit Özsener,Baris Falay,Tuncel Kurtiz,Bade Iscil,Sarp Akkaya,Bayazit Gülercan,Ipek Bilgin,Nurhan Özenen,Baris Serma,Ataberk Ural,Burçin Terzioglu,Riza Kocaoglu,Salih Kalyon,Kemal Uçar,Levent Can,Mert Akbas",Turkish,Turkey,,2 seasons,71
Impractical Jokers,2011– ,TV-14,"30, ,minutes",8.5,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","Comedy,Reality-TV","Brian Quinn,James Murray,Sal Vulcano,Joe Gatto,Casey Jost,Rob Emmer,Bill St. James,Drew Patterson,Joey Fatone,John Szeluga,Cole Weber,Frank Contacessa,Jay Miller,Daniel Cast,Chase Dominick,Johnna Scrabis,Steven Hopper,Andrew Hood",English,United States,,9 seasons,258
Hannibal,2013–2015,12,"44, ,minutes",8.5,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"Crime,Drama,Horror,Mystery,Thriller","Hugh Dancy,Mads Mikkelsen,Caroline Dhavernas,Laurence Fishburne,Scott Thompson,Aaron Abrams,Gillian Anderson,Hettienne Park,Kacey Rohl,Lara Jean Chorostecki,Raúl Esparza,Vladimir Jon Cubrt,Katharine Isabelle,Kalen Davidson,Eddie Izzard,Richard Armitage,Gina Torres,Rutina Wesley",English,United States,,3 seasons,39
Louie,2010–2015,TV-MA,"22, ,minutes",8.5,"The life of Louie C.K., a divorced comedian living in New York with two kids.","Comedy,Drama","Louis C.K.,Hadley Delany,Ursula Parker,Pamela Adlon,Steve Fabricant,Susan Kelechi Watson,Nick Di Paolo,Todd Barry,Jim Norton,Robert Kelly,William Stephenson,Edward Gelbinovich,Gary Wilmes,Eszter Balint,Ellen Burstyn,Charles Grodin,Parker Posey,Amy Landecker",English,United States,,5 seasons,61
Silicon Valley,2014–2019,Tous publics,"28, ,minutes",8.5,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",Comedy,"Thomas Middleditch,T.J. Miller,Josh Brener,Martin Starr,Kumail Nanjiani,Amanda Crew,Zach Woods,Matt Ross,Jimmy O. Yang,Suzanne Cryer,Chris Diamantopoulos,Chris Williams,Stephen Tobolowsky,Rogelio T. Ramos,Scott Prendergast,Aly Mawji,Jill E. Alexander,Bernard White",English,United States,,6 seasons,53
Les enquêtes de Morse,2012– ,Tous publics,"1, ,hour, ,29, ,minutes",8.6,"Set from 1965 to 1971, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investig..., ","Crime,Drama,Mystery","Shaun Evans,Roger Allam,James Bradshaw,Sean Rigby,Anton Lesser,Caroline O'Neill,Abigail Thaw,Sara Vickers,Dakota Blue Richards,Jack Laskey,Jack Bannon,Shvorne Marks,Lewis Peek,Simon Harrison,Carol Royle,Richard Riddell,Mark Arden,Flora London",English,United Kingdom,Original title: Endeavour,8 seasons,33
Shameless,2011–2021,Tous publics,"46, ,minutes",8.5,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.","Comedy,Drama","Emmy Rossum,William H. Macy,Ethan Cutkosky,Jeremy Allen White,Shanola Hampton,Steve Howey,Emma Kenney,Cameron Monaghan,Michael Patrick McGill,Noel Fisher,Jim Hoffmaster,Brenden Sims,Isidora Goreshter,Christian Isaiah,Joan Cusack,Justin Chatwin,Scott Michael Campbell,Kate Miner",English,United States,,11 seasons,134
Génération Kill,2008,TV-MA,"1, ,hour, ,10, ,minutes",8.5,"A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.","Drama,War","Alexander Skarsgård,James Ransone,Lee Tergesen,Jon Huertas,Stark Sands,Billy Lush,Jonah Lotan,Wilson Bethel,Pawel Szajda,Marc Menchaca,Rey Valentin,Kellan Lutz,Mike Figueroa,Rudy Reyes,Rich McDonald,Eric Ladin,Chance Kelly,Eric Nenninger",English,"United States,United Kingdom",Original title: Generation Kill,,7
Detectorists,2014–2017,Tous publics,"30, ,minutes",8.6,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",Comedy,"Mackenzie Crook,Toby Jones,Rachael Stirling,Gerard Horan,Pearce Quigley,Divian Ladwa,Laura Checkley,Sophie Thompson,Orion Ben,Aimee-Ffion Edwards,Simon Farnaby,Paul Casar,Alexa Davies,Lucy Benjamin,Rebecca Callard,Jacob Hill,Daniel Donskoy,Isabella Hill",English,United Kingdom,,3 seasons,19
Homicide,1993–1999,TV-14,"1, ,hour",8.6,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,"Crime,Drama,Mystery,Thriller","Richard Belzer,Clark Johnson,Yaphet Kotto,Kyle Secor,Andre Braugher,Melissa Leo,Reed Diamond,Sharon Ziman,Peter Gerety,Jon Seda,Toni Lewis,Isabella Hofmann,Callie Thorne,Clayton LeBouef,Zeljko Ivanek,Max Perlich,Daniel Baldwin,Ned Beatty",English,United States,Original title: Homicide: Life on the Street,7 seasons,122
Doctor Who,2005– ,Tous publics,"45, ,minutes",8.6,The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,"Adventure,Drama,Family,Mystery,Sci-Fi","Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,David Tennant,Nicholas Briggs,Jon Davey,Jenna Coleman,Paul Kasey,Karen Gillan,Billie Piper,Mandip Gill,Arthur Darvill,Simon Carew,Bradley Walsh,Tosin Cole,Ruari Mears,Freema Agyeman",English,United Kingdom,,13 seasons,200
Letterkenny,2016– ,TV-MA,"30, ,minutes",8.6,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",Comedy,"Jared Keeso,Nathan Dales,Michelle Mylett,Andrew Herr,K. Trevor Wilson,Dylan Playfair,Tyler Johnston,Evan Stern,Patrick McNeil,Lisa Codrington,Jacob Tierney,Kamilla Kowal,Dan Petronijevic,Mark Forward,Jay Bertin,Joel Gagne,Kaniehtiio Horn,Clark Backo",English,Canada,,9 seasons,61
Fullmetal Alchemist,2003–2004,Tous Public,"24, ,minutes",8.5,"When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them; the fabled philosopher's st..., ","Animation,Action,Adventure,Comedy,Drama,Fantasy,Sci-Fi","Vic Mignogna,Aaron Dismuke,Romi Park,Rie Kugimiya,Maria Tamar,Travis Willingham,Tôru Ohkawa,Colleen Clinkenbeard,Caitlin Glass,Christopher Sabat,Kenji Utsumi,Megumi Toyoguchi,Michiko Neya,Laura Bailey,Yûko Satô,Mike McFarland,Ed Blaylock,Yasunori Matsumoto",Japanese,Japan,Original title: Hagane no renkinjutsushi,,51
Brass Eye,1997–2001,TV-MA,"25, ,minutes",8.6,"Controversal spoof of current affairs television, and the role of celebrity in the UK.",Comedy,"Christopher Morris,Mark Heap,Kevin Eldon,Doon Mackichan,David Cann,Barbara Durkin,Amelia Bullmore,Albert Welling,Gina McKee,Claire Skinner,Bill Moody,Frazer Brown,Peter Baynham,Bill Bailey,Bill Cashmore,Paul Garner,Sinead Griffin-Lennon,Simon Kunz",English,United Kingdom,,2 seasons,7
Six sexy,2000–2004,TV-14,"30, ,minutes",8.5,Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.,"Comedy,Romance","Jack Davenport,Gina Bellman,Sarah Alexander,Kate Isitt,Ben Miles,Richard Coyle,Richard Mylan,Lou Gish,Olivia Caffrey,Mariella Frostrup,Lloyd Owen,Elizabeth Marmur,Emilia Fox,Adam Astill,Michael Price,Amanda Abbington,Anat Dychtwald,Raji James",English,United Kingdom,Original title: Coupling,4 seasons,28
Skam,2015–2017,18,"30, ,minutes",8.6,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point..., ","Drama,Romance","Josefine Frida Pettersen,Iman Meskini,Ulrikke Falch,Lisa Teige,Tarjei Sandvik Moe,Ina Svenningdal,Marlon Valdés Langeland,Herman Tømmeraas,Thomas Hayes,Carl Martin Eggesbø,Kristina Ødegaard,Cecilie Martinsen,David Stakston,Henrik Holm,Rakel Øfsti Nesje,Sacha Kleber Nyiligira,Cengiz Al,Simo Mohamed Elhbabi",Norwegian,Norway,,4 seasons,43
Mystery Science Theater 3000,1988–1999,TV-14,"1, ,hour, ,32, ,minutes",8.5,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambo..., ","Comedy,Sci-Fi","Joel Hodgson,Michael J. Nelson,Trace Beaulieu,Kevin Murphy,Jim Mallon,Frank Conniff,Mary Jo Pehl,Bill Corbett,Patrick Brantseg,Alexandra Carr,Paul Chaplin,J. Elvis Weinstein,Bridget Jones,Beez McKeever,Peter Rudrud,Bradley J. Keely,Nathan Molstead,Timothy Scott",English,United States,,11 seasons,199
Mob Psycho 100,2016– ,10,"24, ,minutes",8.6,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.","Animation,Action,Comedy,Fantasy,Horror","Setsuo Ito,Takahiro Sakurai,Akio Ôtsuka,Miyu Irino,Yoshitsugu Matsuoka,Ryunosuke Watanuki,Yoshimasa Hosoya,Daiki Hamano,Seiichiro Yamashita,Kyle McCarley,Chris Niosi,Toshihiko Seki,Kôhei Amasaki,Max Mittelman,Landon McDonald,Jade Dennis,Atsumi Tanezaki,Chris Hackney",Japanese,Japan,,2 seasons,25
The IT Crowd,2006–2013,13,"25, ,minutes",8.5,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.",Comedy,"Chris O'Dowd,Richard Ayoade,Katherine Parkinson,Matt Berry,Christopher Morris,Noel Fielding,Graham Linehan,Tom Binns,Lewis Macleod,Belinda Stewart-Wilson,Peter Serafinowicz,Gemma Chan,Cordelia Bugeja,Togo Igawa,John Willie Hopkins,Dolly Wells,Pete Deagle,Ben Moor",English,United Kingdom,,5 seasons,25
Mr. Robot,2015–2019,Tous publics,"49, ,minutes",8.5,"Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to t..., ","Crime,Drama,Thriller","Rami Malek,Christian Slater,Carly Chaikin,Martin Wallström,Portia Doubleday,Michael Cristofer,Grace Gummer,BD Wong,Stephanie Corneliussen,Vaishnavi Sharma,Gloria Reuben,Sunita Mani,Azhar Khan,Joey Bada$$,Omar Metwally,Michael Drayer,Michel Gill,Jeremy Holm","English,Swedish,Danish,Chinese,Persian,Spanish,Samoan,Arabic,German",United States,,4 seasons,45
"Yes, Prime Minister",1986–1987,TV-PG,"30, ,minutes",8.6,James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,Comedy,"Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,Deborah Norton,John Nettleton,Peter Cellier,Miranda Forbes,Frederick Treves,Antony Carrick,Barry Stanton,Donald Pickering,Peter Cartwright,Michael Aldridge,John Barron,Clive Francis,Frank Middlemass,John Wells",English,United Kingdom,,2 seasons,16
Dragon Ball,1995–2003,TV-14,"24, ,minutes",8.5,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once a..., ","Animation,Action,Adventure,Fantasy,Sci-Fi,Thriller","Brice Armstrong,Steve Olson,Stephanie Nadolny,Zoe Slusar,Christopher Sabat,Tiffany Vollmer,Leda Davies,Mike McFarland,Monika Antonelli,Victor Atelevich,Chris Simms,Bradford Jackson,Mike Thiessen,Laurie Steele,Meredith McCoy,John Burgmeier,Rocío Garcel,Chuck Huber","English,Japanese",Japan,,9 seasons,153
Soleil noir,2017– ,Tous publics,"1, ,hour",8.8,"A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together.","Crime,Drama,Thriller","Andrija Kuzmanovic,Marija Bergam,Dragan Bjelogrlic,Jovana Stojiljkovic,Nenad Jezdic,Gordan Kicic,Goran Bogdan,Aleksandar Gligoric,Nebojsa Dugalic,Aleksandar Stojkovic,Slobodan 'Boda' Ninkovic,Branimir Brstina,Marko Zivic,Milos Samolov,Srdjan 'Zika' Todorovic,Toni Mihajlovski,Petre Arsovski,Vojislav 'Voja' Brajovic","Serbian,Russian,Macedonian,German,Slovenian",Serbia,Original title: Senke nad Balkanom,2 seasons,20
Adventure Time avec Finn et Jake,2010–2018,Tous publics,"11, ,minutes",8.6,"A 12-year-old boy and his best friend, wise 28-year-old dog with magical powers, go on a series of surreal adventures with each other in a remote future.","Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi","John DiMaggio,Jeremy Shada,Tom Kenny,Hynden Walch,Niki Yang,Pendleton Ward,Dee Bradley Baker,Maria Bamford,Steve Little,Olivia Olson,Kent Osborne,Cole Sanchez,Polly Lou Livingston,Jessica DiCicco,Andy Milonakis,Jackie Buscarino,Tom Herpich,Justin Roiland","English,Korean","United States,South Korea",Original title: Adventure Time,10 seasons,289
Flight of the Conchords,2007–2009,TV-MA,"28, ,minutes",8.5,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.","Comedy,Music,Musical","Jemaine Clement,Bret McKenzie,Rhys Darby,Kristen Schaal,Arj Barker,Frank Wood,Eugene Mirman,David Costabile,Sutton Foster,Rachel Blanchard,Brian Sergent,Adrian Martinez,Lenny Venito,José Ramón Rosario,Kelly Taffe,Victor Williams,Will Forte,Aziz Ansari",English,"United States,New Zealand",,2 seasons,22
Dragon Ball,1986–1989,Tous Public,"24, ,minutes",8.5,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.","Animation,Action,Adventure,Comedy,Fantasy,Sci-Fi","Masako Nozawa,Jôji Yanami,Brice Armstrong,Stephanie Nadolny,Hiromi Tsuru,Mayumi Tanaka,Tôru Furuya,Naoko Watanabe,Kôhei Miyauchi,Naoki Tatsuta,Mami Koyama,Kenji Utsumi,Hirotaka Suzuoki,Noeli Santisteban,Daisuke Gôri,Takeshi Aono,Tesshô Genda,Hiroko Emori",Japanese,Japan,Original title: Dragon Ball: Doragon bôru,,153
Twin Peaks: The Return,2017,12,"1, ,hour",8.5,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,"Crime,Drama,Fantasy,Mystery,Thriller","Kyle MacLachlan,Sheryl Lee,Michael Horse,Chrysta Bell,Miguel Ferrer,David Lynch,Robert Forster,Kimmy Robertson,Naomi Watts,Laura Dern,Pierce Gagnon,Harry Goaz,Al Strobel,John Pirruccello,Don Murray,Mädchen Amick,Dana Ashbrook,Brent Briscoe","English,French",United States,Original title: Twin Peaks,,18
Alfred Hitchcock présente,1955–1962,Tous Public,"25, ,minutes",8.5,"Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime c..., ","Comedy,Crime,Drama,Horror,Mystery,Thriller","Alfred Hitchcock,Harry Tyler,John Williams,Patricia Hitchcock,Arthur Gould-Porter,Raymond Bailey,Russell Collins,Robert Carson,Barry Harvey,Robert H. Harris,Ray Teal,Bartlett Robinson,David Fresco,Lillian O'Malley,Robert Horton,Percy Helton,Ralph Clanton,Charles Davis",English,United States,Original title: Alfred Hitchcock Presents,7 seasons,268
Long Way Round,2004–2010,TV-PG,"5, ,hours, ,15, ,minutes",8.6,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongol..., ","Documentary,Adventure","Ewan McGregor,Charley Boorman,David Alexanian,Russ Malkin,Claudio von Planta,Jimmy Simak,Eve Mavrakis,Olly Boorman,Doone Boorman,Kinvara Boorman,Jim McGregor,John Boorman,Christel Kruse Boorman,Carol McGregor,Daisy Boorman,Margrit von Planta,Natalie Portman,Paul Teutul Sr.",English,United Kingdom,,,10
Pose,2018–2021,12,"1, ,hour",8.6,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism.",Drama,"Michaela Jaé (MJ) Rodriguez,Dominique Jackson,Indya Moore,Angel Bismark Curiel,Billy Porter,Hailie Sahar,Dyllon Burnside,Jason A. Rodriguez,Ryan Jamaal Swain,Jeremy McClain,Angelica Ross,Sandra Bernhard,Alexia Garcia,Jiggly Caliente,Jack Mizrahi,Leiomy Maldonado,Evan Peters,Charlayne Woodard",English,United States,,3 seasons,26
Boardwalk Empire,2010–2014,16,"55, ,minutes",8.5,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.,"Crime,Drama,History","Steve Buscemi,Kelly Macdonald,Michael Shannon,Shea Whigham,Stephen Graham,Vincent Piazza,Michael Kenneth Williams,Paul Sparks,Gretchen Mol,Michael Stuhlbarg,Anthony Laciura,Jack Huston,Anatol Yusef,Brady Noon,Connor Noon,Lucy Gallina,Josie Gallina,Declan McTigue",English,United States,,5 seasons,57
De la Terre à la Lune,1998,TV-14,"1, ,hour",8.6,Dramatized portrayal of the Apollo manned space program.,"Action,Drama,History,Thriller","Tom Hanks,Nick Searcy,Lane Smith,David Andrews,Daniel Hugh Kelly,Stephen Root,David Clyde Carr,Tim Daly,Steve Hofvendahl,Conor O'Farrell,Brett Cullen,Cary Elwes,Ben Marley,Mike Pniewski,Holmes Osborne,Tom Verica,John Posey,Rita Wilson",English,United States,Original title: From the Earth to the Moon,,12
What We Do in the Shadows,2016– ,12,"30, ,minutes",8.6,"A look into the daily (or rather, nightly) lives of three vampires, who've lived together for over 100 years, on Staten Island.","Comedy,Fantasy,Horror","Kayvan Novak,Matt Berry,Natasia Demetriou,Harvey Guillén,Mark Proksch,Kristen Schaal,Doug Jones,Anthony Atamanuik,Veronika Slowikowska,Jake McDorman,Beanie Feldstein,Gloria Laino,Karly Bon,Kae Kae Lee,Indiana Mehta,Taika Waititi,Gavin Fox,Chris Sandiford",English,United States,,4 seasons,31
